Name	number_unique_genes	number_multiple_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_missing_genes
Nitrosopumilus_sp_Nsub_renamed	18	0	102	TIGR00064,TIGR00194,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00631,TIGR00928,TIGR00967,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
SB_02_renamed	12	4	104	TIGR00064,TIGR00194,TIGR00337,TIGR00398,TIGR00431,TIGR00442,TIGR00456,TIGR00468,TIGR00755,TIGR00928,TIGR00967,TIGR01302	TIGR00344,TIGR00392,TIGR00414,TIGR00631	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Thaumarchaeota_YK1309_1N_NP_iota_renamed	16	0	104	TIGR00064,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00928,TIGR00967,TIGR01302,TIGR02350,TIGR02397		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Nitrosotenuis_cloacae_strain_SAT1_renamed	18	0	102	TIGR00064,TIGR00194,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00631,TIGR00755,TIGR00928,TIGR00967,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Thaumarchaeota_archaeon_isolate_MTA5_renamed	13	0	107	TIGR00064,TIGR00083,TIGR00337,TIGR00398,TIGR00414,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00928,TIGR00967,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Methanotorris_igneus_Kol_5_renamed	14	1	105	TIGR00064,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00431,TIGR00442,TIGR00456,TIGR00468,TIGR00755,TIGR00928,TIGR00967,TIGR01171,TIGR01302	TIGR00065	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Thaumarchaeota_archaeon_UBA160_renamed	12	0	108	TIGR00064,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR02350,TIGR02397		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Aigarchaeota_archaeon_JGI_MDM2_JNZ_1_K18_renamed	7	0	113	TIGR00337,TIGR00344,TIGR00392,TIGR00435,TIGR00456,TIGR00468,TIGR00967		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Nitrosarchaeum_limnium_SFB1_renamed	17	0	103	TIGR00064,TIGR00194,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00631,TIGR00928,TIGR00967,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Candidatus_Nitrosopumilus_sp_MTA1_renamed	15	0	105	TIGR00064,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00928,TIGR00967,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
XS87_02_renamed	12	0	108	TIGR00064,TIGR00194,TIGR00392,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00468,TIGR00631,TIGR00928,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Nitrosopumilus_salaria_BD31_renamed	18	3	99	TIGR00064,TIGR00095,TIGR00168,TIGR00337,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00472,TIGR00631,TIGR00928,TIGR00967,TIGR01032,TIGR01302,TIGR01510	TIGR00194,TIGR00468,TIGR02350	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
D155_85_reformat_renamed	16	0	104	TIGR00194,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00631,TIGR00755,TIGR00928,TIGR00967,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
XS84_Bin1_renamed	14	0	106	TIGR00064,TIGR00158,TIGR00337,TIGR00344,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00468,TIGR00928,TIGR01302,TIGR02350		PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
HM81_Bin2_renamed	8	6	106	TIGR00064,TIGR00194,TIGR00337,TIGR00431,TIGR00442,TIGR00456,TIGR01302,TIGR02350	TIGR00398,TIGR00414,TIGR00435,TIGR00468,TIGR00631,TIGR00928	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
Nitrosotalea_bavarica_SbT1_renamed	17	1	102	TIGR00064,TIGR00194,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00431,TIGR00442,TIGR00456,TIGR00468,TIGR00631,TIGR00755,TIGR00928,TIGR00967,TIGR01302,TIGR02350	TIGR00435	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953
